id,Search Terms
ENST00000378460,ENST00000378460[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374126,ENST00000374126[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000290349,ENST00000290349[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000556029,ENST00000556029[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380739,ENST00000380739[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370544,ENST00000370544[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000307826,ENST00000307826[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373425,ENST00000373425[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000646647,ENST00000646647[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394215,ENST00000394215[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000216027,ENST00000216027[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682079,ENST00000682079[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000005257,ENST00000005257[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000409930,ENST00000409930[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000266087,ENST00000266087[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371711,ENST00000371711[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000400968,ENST00000400968[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000303991,ENST00000303991[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000405005,ENST00000405005[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000396037,ENST00000396037[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000419277,ENST00000419277[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000308132,ENST00000308132[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000392894,ENST00000392894[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000462069,ENST00000462069[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000261867,ENST00000261867[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000217939,ENST00000217939[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000669519,ENST00000669519[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000392477,ENST00000392477[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000301068,ENST00000301068[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000277225,ENST00000277225[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000346049,ENST00000346049[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000590474,ENST00000590474[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000540069,ENST00000540069[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374869,ENST00000374869[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000259727,ENST00000259727[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000310823,ENST00000310823[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000329153,ENST00000329153[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000175091,ENST00000175091[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000302824,ENST00000302824[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306085,ENST00000306085[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000401041,ENST00000401041[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000613296,ENST00000613296[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000160827,ENST00000160827[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000297565,ENST00000297565[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453713,ENST00000453713[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000662580,ENST00000662580[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395564,ENST00000395564[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000307126,ENST00000307126[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000303004,ENST00000303004[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000206451,ENST00000206451[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000318238,ENST00000318238[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368924,ENST00000368924[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000552360,ENST00000552360[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000257527,ENST00000257527[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000620827,ENST00000620827[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000161559,ENST00000161559[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000424127,ENST00000424127[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000290354,ENST00000290354[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000688547,ENST00000688547[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000628453,ENST00000628453[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000524717,ENST00000524717[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000470810,ENST00000470810[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000454765,ENST00000454765[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000342537,ENST00000342537[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000375490,ENST00000375490[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258538,ENST00000258538[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000325303,ENST00000325303[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000307771,ENST00000307771[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000343820,ENST00000343820[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000244766,ENST00000244766[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295417,ENST00000295417[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000288937,ENST00000288937[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000354619,ENST00000354619[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000227880,ENST00000227880[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358935,ENST00000358935[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000649286,ENST00000649286[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379938,ENST00000379938[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306602,ENST00000306602[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372491,ENST00000372491[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000377126,ENST00000377126[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000342016,ENST00000342016[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000398246,ENST00000398246[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000412615,ENST00000412615[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000610008,ENST00000610008[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367808,ENST00000367808[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262426,ENST00000262426[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000252603,ENST00000252603[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000246672,ENST00000246672[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000393229,ENST00000393229[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381501,ENST00000381501[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000006053,ENST00000006053[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380956,ENST00000380956[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000382108,ENST00000382108[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000554614,ENST00000554614[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000349243,ENST00000349243[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000408968,ENST00000408968[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000659112,ENST00000659112[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000634502,ENST00000634502[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000344768,ENST00000344768[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000350221,ENST00000350221[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367001,ENST00000367001[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000304748,ENST00000304748[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000340398,ENST00000340398[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000522715,ENST00000522715[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000675163,ENST00000675163[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000425534,ENST00000425534[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000356264,ENST00000356264[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000271643,ENST00000271643[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374561,ENST00000374561[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000508551,ENST00000508551[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357003,ENST00000357003[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000359426,ENST00000359426[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306773,ENST00000306773[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000344697,ENST00000344697[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341259,ENST00000341259[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000313349,ENST00000313349[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000200453,ENST00000200453[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000326232,ENST00000326232[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000271375,ENST00000271375[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000290363,ENST00000290363[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000418814,ENST00000418814[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000261601,ENST00000261601[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000674280,ENST00000674280[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000289968,ENST00000289968[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000414039,ENST00000414039[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000222547,ENST00000222547[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000334082,ENST00000334082[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000340157,ENST00000340157[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000278060,ENST00000278060[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682292,ENST00000682292[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000566699,ENST00000566699[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000220809,ENST00000220809[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000356136,ENST00000356136[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000284617,ENST00000284617[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000287878,ENST00000287878[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296657,ENST00000296657[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000377636,ENST00000377636[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000612899,ENST00000612899[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358395,ENST00000358395[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000245451,ENST00000245451[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000360039,ENST00000360039[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000297205,ENST00000297205[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000267415,ENST00000267415[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000314586,ENST00000314586[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000388712,ENST00000388712[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000280758,ENST00000280758[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000297689,ENST00000297689[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370372,ENST00000370372[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000327443,ENST00000327443[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000288235,ENST00000288235[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000266503,ENST00000266503[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000234816,ENST00000234816[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395146,ENST00000395146[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000255764,ENST00000255764[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296161,ENST00000296161[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000237841,ENST00000237841[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000324679,ENST00000324679[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000408903,ENST00000408903[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000305798,ENST00000305798[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000302926,ENST00000302926[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000320172,ENST00000320172[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000321945,ENST00000321945[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000299084,ENST00000299084[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000383814,ENST00000383814[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000400497,ENST00000400497[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000355904,ENST00000355904[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376008,ENST00000376008[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000695401,ENST00000695401[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376630,ENST00000376630[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000366600,ENST00000366600[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000506455,ENST00000506455[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000320095,ENST00000320095[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000054650,ENST00000054650[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000275230,ENST00000275230[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453033,ENST00000453033[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371374,ENST00000371374[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368761,ENST00000368761[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000519106,ENST00000519106[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000327949,ENST00000327949[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000584923,ENST00000584923[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367925,ENST00000367925[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000399931,ENST00000399931[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000419235,ENST00000419235[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000257570,ENST00000257570[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000675367,ENST00000675367[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000254810,ENST00000254810[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000404739,ENST00000404739[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295899,ENST00000295899[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000307145,ENST00000307145[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000323959,ENST00000323959[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376874,ENST00000376874[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000513755,ENST00000513755[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357037,ENST00000357037[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000323544,ENST00000323544[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000549884,ENST00000549884[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000321341,ENST00000321341[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000474629,ENST00000474629[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000336689,ENST00000336689[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370475,ENST00000370475[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000602616,ENST00000602616[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000398136,ENST00000398136[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262715,ENST00000262715[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372901,ENST00000372901[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000645694,ENST00000645694[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000301738,ENST00000301738[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370185,ENST00000370185[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000615665,ENST00000615665[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000278886,ENST00000278886[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000250092,ENST00000250092[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306999,ENST00000306999[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682922,ENST00000682922[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380041,ENST00000380041[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381431,ENST00000381431[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000437150,ENST00000437150[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000328850,ENST00000328850[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000301998,ENST00000301998[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000433477,ENST00000433477[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000557942,ENST00000557942[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296641,ENST00000296641[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379818,ENST00000379818[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376387,ENST00000376387[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000366541,ENST00000366541[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000366609,ENST00000366609[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000313708,ENST00000313708[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000274276,ENST00000274276[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258052,ENST00000258052[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000229330,ENST00000229330[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000561678,ENST00000561678[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357503,ENST00000357503[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374859,ENST00000374859[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380130,ENST00000380130[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000504595,ENST00000504595[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000244519,ENST00000244519[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000620048,ENST00000620048[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000606285,ENST00000606285[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000555815,ENST00000555815[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000398174,ENST00000398174[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000673742,ENST00000673742[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368985,ENST00000368985[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000455035,ENST00000455035[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000652658,ENST00000652658[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258729,ENST00000258729[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369103,ENST00000369103[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000245479,ENST00000245479[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372383,ENST00000372383[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000643898,ENST00000643898[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000266546,ENST00000266546[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453200,ENST00000453200[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337843,ENST00000337843[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367089,ENST00000367089[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368547,ENST00000368547[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000328194,ENST00000328194[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000592117,ENST00000592117[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000454534,ENST00000454534[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000366957,ENST00000366957[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000288014,ENST00000288014[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000239151,ENST00000239151[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000269593,ENST00000269593[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000434618,ENST00000434618[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000360323,ENST00000360323[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000312960,ENST00000312960[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000611299,ENST00000611299[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000412585,ENST00000412585[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000272252,ENST00000272252[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000222553,ENST00000222553[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000427577,ENST00000427577[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000343348,ENST00000343348[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000311813,ENST00000311813[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000479665,ENST00000479665[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000548270,ENST00000548270[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000360482,ENST00000360482[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000317902,ENST00000317902[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000316660,ENST00000316660[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262384,ENST00000262384[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263464,ENST00000263464[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000317135,ENST00000317135[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376228,ENST00000376228[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000324731,ENST00000324731[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000508593,ENST00000508593[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000237642,ENST00000237642[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361842,ENST00000361842[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000005178,ENST00000005178[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000338134,ENST00000338134[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000328965,ENST00000328965[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000393818,ENST00000393818[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000645846,ENST00000645846[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000299492,ENST00000299492[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000336233,ENST00000336233[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372171,ENST00000372171[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376573,ENST00000376573[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000315005,ENST00000315005[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000224721,ENST00000224721[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000269209,ENST00000269209[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000393599,ENST00000393599[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264424,ENST00000264424[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379516,ENST00000379516[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296953,ENST00000296953[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000457237,ENST00000457237[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000446868,ENST00000446868[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000283206,ENST00000283206[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000261593,ENST00000261593[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370152,ENST00000370152[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374467,ENST00000374467[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000290291,ENST00000290291[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
